Tag #,Site ,Disturbance_Level,Coral species,2014,2015a_pre,2015a_post,2015b,2015c,2016a,2016b,2017,2018,2019,2014,2015a_pre,2015a_post,2015b
1242,20,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1243,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1244,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1245,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1246,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1247,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1248,20,VERYLOW,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1249,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1250,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1251,20,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1252,20,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1253,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,,,,
1254,20,VERYLOW,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,,,,
1255,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,,,,
1256,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,,,,
1257,20,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,*tag lost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1266,34,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1273_1451,27,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1274,27,,Hydnophora microconos,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1275,38,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,,,,
1276_1326,38,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1280,3,,Favia,NA,NA,NA,NA,NA,NA,NA,NA,*Barely Alive,dead,,,,
1281,3,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1282,3,,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1283,3,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1284,8,MED,Hydnophora microconos,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1285,3,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1286,3,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1287,8,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1289,3,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1290,3,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1291,25,,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,,,,
1292,25,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,,,,
1293,35,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,*tag lost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1295,3,,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,*tag lost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1297,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1298_1338,3,,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1299,3,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,,,,
1300,15,,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,,,,
1301,40,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1303,30,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1305,30,,Hydnophora microconos,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1307,30,,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1308,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1309,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1310,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1313,35,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1314,35,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1315,34,,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1317,5,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1318,5,,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1320,34,,Favia,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1322,8,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1324,5,,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1325,32,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1327,32,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,,,,
1328,32,,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1329,32,,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,,,,
1330,32,,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,NA,sampled,barely alive,,,,
-,-,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1334,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1335,38,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1337,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1339,3,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1343,37,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1347,37,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1348,37,,Favia sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1349,37,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1350,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1351,27,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1352,27,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1353,27,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1354,27,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1356,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1357,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1359,33,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1361,31,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1362,31,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1363,31,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1364,31,,Favia sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1365,31,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1366,31,,Hydnophora sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1367,31,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1368,31,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1369,31,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1370,31,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1371,3,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1373,25,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1374,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1375,25,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1378,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1379,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1380,40,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1381,,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1382,32,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1383,32,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1385,32,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1386,32,,M. foliosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1388,31,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1389,31,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1390,31,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1391,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1392,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1393,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1394,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1395,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1396,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1397,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1398,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1399,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1400,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1401,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1402,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1403,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1404,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1405,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1406,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1407,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1408,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1409,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1410,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1411,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1412,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1413,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1414,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1415,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1416,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1417,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1418,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1419,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1420,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1423,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1426,34,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1428,35,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1429,35,,P. eydouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1431,5,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1432,5,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1433,5,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1438,34,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1440,34,,P. lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1441,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1442,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1443,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1444,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1445,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1446,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1447,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1448,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1449,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1450,,-,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1452,30,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1455,31,,Platygyra sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1456,31,,Hydnophora sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
1457,31,,Favia sp. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1459,27,,F. pentagona,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
-,-,,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
,,,,,,,,,,,,,,,,,
,,,Left to assign,0,0,0,55,126,39,12,0,,,0,0,0,54
,,,Skip this species,6,0,1,0,0,0,0,0,,,6,0,1,0
,,,Skip this site,53,0,0,0,0,0,0,0,,,53,0,0,0
,,,Skip one of pre and post,,2,0,,,,,-,,,,2,0,
,,,bleaching3,29,2,6,86,229,27,4,0,,,0,0,0,299
,,,bleaching 2,,,,,,87,168,0,,,,,,
,,,platy run,,,,,,96,0,0,,,487,77,86,299
,,,2017samples,,,,,,,,354,,,,,,
,,,total sequenced,,,,,,210,172,354,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-,,,,,
